"subject";"id";"subject";"thread";"from_unixtime(jos_kunena_messages.time,'%Y-%m-%dT%T')";"message"
"2015届Burnaby小组共修（第三册）";"310";"2015届Burnaby小组9月6日共修";"109";"2016-09-05T02:35:56";"2015届Burnaby小组9月6日共修星期二晚上7点，网络共修YY房间号码： 64043086共修内容：慧灯禅修课之：[url=http://www.huidengzhiguang.com/vidow/2014/41_hdcxk04_02_rzycz_cd.mp4]4-2.入座与出座[/url] 学习资料：www.huidengzhiguang.com/c/2014-12-14/2981.shtml 主持串讲师兄：James"
"2016届Burnaby小组共修（第一册）";"311";"2016届Burnaby小组9月7日共修";"101";"2016-09-05T02:43:31";"2016届Burnaby小组9月7日共修星期三晚7:00点网络共修Zoom房间号码： 7789995278学习内容：佛教徒的生活模式 (第1次课，共2次)主持串讲师兄： Henry第一册学习资料：https://drive.google.com/folderview?id=0B0LPKwI4InkddWg0cHRpVmRMRUE&usp=sharinghttps://1drv.ms/f/s!AhwG3kI_pdhUg03rKO-nzN4b7PiG如果国内不能访问Google Drive,请用Baidu云盘访问链接: http://pan.baidu.com/s/1c1W3XAC 密码: cgfuYoutube视频频道: https://www.youtube.com/channel/UCp-m_8n7201qjJv4p9fScHg"
"2016届Burnaby小组共修（第一册）";"333";"2016届Burnaby小组9月14日共修";"101";"2016-09-11T19:28:38";"2016届Burnaby小组9月14日共修星期三晚7:00点网络共修Zoom房间号码： 7789995278学习内容：佛教徒的生活模式 (第2次课，共2次)主持串讲师兄： Henry第一册学习资料：https://drive.google.com/folderview?id=0B0LPKwI4InkddWg0cHRpVmRMRUE&usp=sharinghttps://1drv.ms/f/s!AhwG3kI_pdhUg03rKO-nzN4b7PiG如果国内不能访问Google Drive,请用Baidu云盘访问链接: http://pan.baidu.com/s/1c1W3XAC 密码: cgfuYoutube视频频道: https://www.youtube.com/channel/UCp-m_8n7201qjJv4p9fScHg"
"2015届Burnaby小组共修（第三册）";"334";"2015届Burnaby小组9月13日共修";"109";"2016-09-11T19:33:09";"2015届Burnaby小组9月13日共修星期二晚上7点，网络共修Zoom房间号码： 7789995278共修内容：慧灯禅修班教材第三册--入座与出座	目标：认识人身的独特性和真正价值学习资料：www.huidengzhiguang.com/c/2014-12-14/2981.shtml 主持串讲师兄：Alice"
"2015届Burnaby小组共修（第三册）";"346";"2015届Burnaby小组9月20日共修";"109";"2016-09-18T11:09:44";"2015届Burnaby小组9月20日共修星期二晚上7点，网络共修Zoom房间号码： 7789995278共修内容：视频 慧灯禅修课之二：人身难得（一）目标：无暇观修的框架、地狱无暇的观修学习资料：www.huidengzhiguang.com/c/2014-12-14/2981.shtml 主持串讲师兄：Susan"
"2016届Burnaby小组共修（第一册）";"347";"2016届Burnaby小组9月21日共修";"101";"2016-09-18T11:16:59";"2016届Burnaby小组9月21日共修星期三晚7:00点网络共修Zoom房间号码： 7789995278学习内容：如何做一个标准居士 (第1次课，共3次)主持串讲师兄： Grace Chen第一册学习资料：https://drive.google.com/folderview?id=0B0LPKwI4InkddWg0cHRpVmRMRUE&usp=sharinghttps://1drv.ms/f/s!AhwG3kI_pdhUg03rKO-nzN4b7PiG如果国内不能访问Google Drive,请用Baidu云盘访问链接: http://pan.baidu.com/s/1c1W3XAC 密码: cgfuYoutube视频频道: https://www.youtube.com/channel/UCp-m_8n7201qjJv4p9fScHg"
"2015届Burnaby小组共修（第三册）";"453";"2015届Burnaby小组9月27日共修";"109";"2016-09-26T00:57:53";"2015届Burnaby小组9月27日共修星期二晚上7点，网络共修Zoom房间号码： 7789995278共修内容：视频 慧灯禅修课之三：人身难得（二）https://www.youtube.com/watch?v=tDIonaoxexo&index=3&list=PL7aUyQTIJqAhNhpev_O9Sw0cBxfrWhP1U目标：非人四无暇、人中四无暇的观修PPT:http://pan.baidu.com/s/1qY1YCpe学习资料：www.huidengzhiguang.com/c/2014-12-14/2981.shtml 主持串讲师兄：圆航"
"2016届Burnaby小组共修（第一册）";"454";"2016届Burnaby小组9月28日共修";"101";"2016-09-26T01:04:13";"2016届Burnaby小组9月28日共修星期三晚7:00点网络共修Zoom房间号码： 7789995278学习内容：如何做一个标准居士 (第2次课，共3次)主持串讲师兄： 冯维第一册学习资料：https://drive.google.com/folderview?id=0B0LPKwI4InkddWg0cHRpVmRMRUE&usp=sharinghttps://1drv.ms/f/s!AhwG3kI_pdhUg03rKO-nzN4b7PiG如果国内不能访问Google Drive,请用Baidu云盘访问链接: http://pan.baidu.com/s/1c1W3XAC 密码: cgfuYoutube视频频道: https://www.youtube.com/channel/UCp-m_8n7201qjJv4p9fScHg"
"上师念诵普获悉地祈祷文";"495";"上师念诵普获悉地祈祷文";"118";"2016-09-28T23:04:28";"http://pan.baidu.com/s/1ccIKEE"
"开显解脱道";"496";"开显解脱道";"119";"2016-09-28T23:10:29";"百度云：http://pan.baidu.com/s/1pKOfg3hhttps://www.youtube.com/watch?v=7yT7-6apv1A"
"开显解脱道";"497";"开显解脱道";"119";"2016-09-28T23:16:17";"http://pan.baidu.com/s/1jIi8f90"
"上师念诵普获悉地祈祷文";"498";"上师念诵普获悉地祈祷文";"118";"2016-09-30T00:54:30";"https://www.youtube.com/watch?v=Vm-R1xBAGEo"
"2015届Burnaby小组共修（第三册）";"502";"2015届Burnaby小组10月4日共修";"109";"2016-10-02T21:53:06";"2015届Burnaby小组10月4日共修星期二晚上7点，网络共修Zoom房间号码： 7789995278共修内容：教材 人身难得（“从十种圆满思维难得”之前）目标：明确外加行修习的心行引导标准学习资料：www.huidengzhiguang.com/c/2014-12-14/2981.shtml 主持串讲师兄：Janet"
"2016届Burnaby小组共修（第一册）";"503";"2016届Burnaby小组10月5日共修";"101";"2016-10-02T21:55:05";"2016届Burnaby小组10月5日共修星期三晚7:00点网络共修Zoom房间号码： 7789995278学习内容：如何做一个标准居士 (第3次课，共3次)主持串讲师兄： Christina第一册学习资料：https://drive.google.com/folderview?id=0B0LPKwI4InkddWg0cHRpVmRMRUE&usp=sharinghttps://1drv.ms/f/s!AhwG3kI_pdhUg03rKO-nzN4b7PiG如果国内不能访问Google Drive,请用Baidu云盘访问链接: http://pan.baidu.com/s/1c1W3XAC 密码: cgfuYoutube视频频道: https://www.youtube.com/channel/UCp-m_8n7201qjJv4p9fScHg"
"2015届Coquitlam小组共修（第三册）";"504";"2015届Coquitlam小组9月30日共修";"111";"2016-10-02T22:12:09";"2015届Coquitlam小组9月30日共修内容：第三册 人身暇满难得串讲：Jane师兄"
"2015届Burnaby小组共修（第三册）";"614";"2015届Burnaby小组10月11日共修";"109";"2016-10-10T09:54:13";"[b]2015届Burnaby小组10月11日共修[/b]星期二晚上7点，网络共修Zoom房间号码： [b]7789995278[/b]共修内容：视频 [b]慧灯禅修课之四：一 人身难得（三）[/b]http://www.huidengzhiguang.com/vidow/2014/41_hdcxk04_01_rsnd03_cd.mp4五自圆满、五他圆满观修的方法学习资料：http://www.huidengzhiguang.com//c/2014-12-14/2981.shtml主持串讲师兄：圆顺[size=5][center][b]加行小组共修流程示意（共修时间为3小时）[/b][/center][/size][img ]http://wisdomlight.me/cn/images/hdcx/jxgxlc.png[/img]"
"2016届Burnaby小组共修（第一册）";"615";"2016届Burnaby小组10月12日共修";"101";"2016-10-10T10:16:04";"温哥华慧灯禅修2016届Burnaby小组10月12日共修星期三晚7:00点网络共修Zoom房间号码： 7789995278学习内容：浅谈因果关系（第1次课，共2次）主持串讲师兄： Frank第一册学习资料：https://drive.google.com/folderview?id=0B0LPKwI4InkddWg0cHRpVmRMRUE&usp=sharinghttps://1drv.ms/f/s!AhwG3kI_pdhUg03rKO-nzN4b7PiG如果国内不能访问Google Drive,请用Baidu云盘访问链接: http://pan.baidu.com/s/1c1W3XAC 密码: cgfuYoutube视频频道: https://www.youtube.com/channel/UCp-m_8n7201qjJv4p9fScHg"
"2015届Burnaby小组共修（第三册）";"747";"2015届Burnaby小组10月18日共修";"109";"2016-10-17T16:57:14";"[b]2015届Burnaby小组10月18日共修[/b]星期二晚上7点，网络共修Zoom房间号码： [b]7789995278[/b]共修内容：教材 人身难得（“从十种圆满思维难得”） 学修目标： 十圆满观修的方法学习资料：http://www.huidengzhiguang.com//c/2014-12-14/2981.shtml主持串讲师兄：Wendy[size=5][center][b]加行小组共修流程示意（共修时间为3小时）[/b][/center][/size][img ]http://wisdomlight.me/cn/images/hdcx/jxgxlc.png[/img]"
"2016届Burnaby小组共修（第一册）";"748";"2016届Burnaby小组10月19日共修";"101";"2016-10-17T17:02:50";"温哥华慧灯禅修2016届Burnaby小组10月19日共修星期三晚7:00点网络共修Zoom房间号码： 7789995278学习内容：浅谈因果关系（第2次课，共2次）主持串讲师兄： Frank第一册学习资料：https://drive.google.com/folderview?id=0B0LPKwI4InkddWg0cHRpVmRMRUE&usp=sharinghttps://1drv.ms/f/s!AhwG3kI_pdhUg03rKO-nzN4b7PiG如果国内不能访问Google Drive,请用Baidu云盘访问链接: http://pan.baidu.com/s/1c1W3XAC 密码: cgfuYoutube视频频道: https://www.youtube.com/channel/UCp-m_8n7201qjJv4p9fScHg"
"2015届Burnaby小组共修（第三册）";"3084";"2015届Burnaby小组10月25日共修";"109";"2016-10-24T12:31:45";"[b]2015届Burnaby小组10月25日共修[/b]星期二晚上7点，网络共修Zoom房间号码： [b]7789995278[/b]共修内容：参考 暂生缘八无暇（前四无暇）	学修目标：暂生缘的危害、对治及座上观修学习资料：http://www.huidengzhiguang.com//c/2014-12-14/2981.shtml主持串讲师兄：圆妙[size=5][center][b]加行小组共修流程示意（共修时间为3小时）[/b][/center][/size][img ]http://wisdomlight.me/cn/images/hdcx/jxgxlc.png[/img]"
"2016届Burnaby小组共修（第一册）";"3085";"2016届Burnaby小组10月26日共修";"101";"2016-10-24T13:27:23";"温哥华慧灯禅修2016届Burnaby小组10月26日共修星期三晚7:00点网络共修Zoom房间号码： 7789995278学习内容：佛法融入生活（第1次课，共3次）主持串讲师兄： Bob第一册学习资料：https://drive.google.com/folderview?id=0B0LPKwI4InkddWg0cHRpVmRMRUE&usp=sharinghttps://1drv.ms/f/s!AhwG3kI_pdhUg03rKO-nzN4b7PiG如果国内不能访问Google Drive,请用Baidu云盘访问链接: http://pan.baidu.com/s/1c1W3XAC 密码: cgfuYoutube视频频道: https://www.youtube.com/channel/UCp-m_8n7201qjJv4p9fScHg"
"2015届Burnaby小组共修（第三册）";"3105";"2015届Burnaby小组11月1日共修";"109";"2016-10-31T14:31:40";"[b]2015届Burnaby小组11月1日共修[/b]星期二晚上7点，网络共修Zoom房间号码： [b]7789995278[/b]共修内容：参考 暂生缘八无暇（后四无暇）	学修目标：暂生缘的危害、对治及座上观修学习资料：http://www.huidengzhiguang.com//c/2014-12-14/2981.shtmlhttps://www.dropbox.com/sh/38vejegtr97awy1/AADaxX1_wzGs9IgUkf01v5K9a/%E5%85%B1%E4%BF%AE%E6%B1%87%E6%80%BB/%E7%AC%AC%E4%B8%89%E5%86%8C/11%20%E6%9A%82%E7%94%9F%E7%BC%98%E4%B9%8B%E5%90%8E%E5%9B%9B%E6%97%A0%E6%9A%87?dl=0主持串讲师兄：圆航"
"2016届Burnaby小组共修（第一册）";"3106";"2016届Burnaby小组11月2日共修";"101";"2016-10-31T14:39:26";"温哥华慧灯禅修2016届Burnaby小组11月2日共修星期三晚7:00点网络共修Zoom房间号码： 7789995278学习内容：佛法融入生活（第2次课，共3次）主持串讲师兄： Bob第一册学习资料：https://drive.google.com/folderview?id=0B0LPKwI4InkddWg0cHRpVmRMRUE&usp=sharinghttps://1drv.ms/f/s!AhwG3kI_pdhUg03rKO-nzN4b7PiG如果国内不能访问Google Drive,请用Baidu云盘访问链接: http://pan.baidu.com/s/1c1W3XAC 密码: cgfuYoutube视频频道: https://www.youtube.com/channel/UCp-m_8n7201qjJv4p9fScHg"
"2015届Burnaby小组共修（第三册）";"3133";"2015届Burnaby小组11月8日共修";"109";"2016-11-07T13:38:01";"[b]2015届Burnaby小组11月8日共修[/b]星期二晚上7点，网络共修Zoom房间号码： [b]7789995278[/b]共修内容：参考 断缘心八无暇（前四无暇）	学修目标：断缘心的危害、对治及座上观修学习资料：http://www.huidengzhiguang.com//c/2014-12-14/2981.shtmlhttps://www.dropbox.com/sh/38vejegtr97awy1/AAAilXV9N0Uf5dchK73GvGj0a/%E5%85%B1%E4%BF%AE%E6%B1%87%E6%80%BB/%E7%AC%AC%E4%B8%89%E5%86%8C/2016-10-01%20%E6%96%AD%E7%BC%98%E5%BF%83%E4%B9%8B%E5%89%8D%E5%9B%9B%E6%97%A0%E6%9A%87?dl=0主持串讲师兄：圆航"
"2016届Burnaby小组共修（第一册）";"3134";"2016届Burnaby小组11月9日共修";"101";"2016-11-07T13:39:34";"温哥华慧灯禅修2016届Burnaby小组11月9日共修星期三晚7:00点网络共修Zoom房间号码： 7789995278学习内容：佛法融入生活（第3次课，共3次）主持串讲师兄： Bob第一册学习资料：https://drive.google.com/folderview?id=0B0LPKwI4InkddWg0cHRpVmRMRUE&usp=sharinghttps://1drv.ms/f/s!AhwG3kI_pdhUg03rKO-nzN4b7PiG如果国内不能访问Google Drive,请用Baidu云盘访问链接: http://pan.baidu.com/s/1c1W3XAC 密码: cgfuYoutube视频频道: https://www.youtube.com/channel/UCp-m_8n7201qjJv4p9fScHg"
"2015届Burnaby小组共修（第三册）";"3150";"2015届Burnaby小组11月15日共修";"109";"2016-11-14T13:00:05";"[b]2015届Burnaby小组11月15日共修[/b]星期二晚上7点，网络共修Zoom房间号码： [b]7789995278[/b]共修内容：参考 断缘心八无暇（后四无暇）	学修目标：断缘心的危害、对治及座上观修学习资料：http://www.huidengzhiguang.com//c/2014-12-14/2981.shtmlhttps://www.dropbox.com/sh/38vejegtr97awy1/AAAkRWhzu4hLuPyJegdZzhrba/%E5%85%B1%E4%BF%AE%E6%B1%87%E6%80%BB/%E7%AC%AC%E4%B8%89%E5%86%8C/2016-10-22%20%E6%96%AD%E7%BC%98%E5%BF%83%E4%B9%8B%E5%90%8E%E5%9B%9B%E6%97%A0%E6%9A%87%E5%A4%8D%E4%B9%A0?dl=0主持串讲师兄：圆航"
"2016届Burnaby小组共修（第一册）";"3151";"2016届Burnaby小组11月16日共修";"101";"2016-11-14T13:03:49";"温哥华慧灯禅修2016届Burnaby小组11月16日共修星期三晚7:00点网络共修Zoom房间号码： 7789995278学习内容：第一册第二阶段复习 - 佛教徒的生活模式 - 如何做一个标准居士 - 浅谈因果关系 - 佛法融入生活主持串讲师兄： Jing第一册学习资料：https://drive.google.com/folderview?id=0B0LPKwI4InkddWg0cHRpVmRMRUE&usp=sharinghttps://1drv.ms/f/s!AhwG3kI_pdhUg03rKO-nzN4b7PiG如果国内不能访问Google Drive,请用Baidu云盘访问链接: http://pan.baidu.com/s/1c1W3XAC 密码: cgfuYoutube视频频道: https://www.youtube.com/channel/UCp-m_8n7201qjJv4p9fScHg"
"不是為了快樂——前行修持指引　宗薩蔣揚欽哲仁波切著";"3152";"不是為了快樂——前行修持指引　宗薩蔣揚欽哲仁波切著";"133";"2016-11-14T23:24:28";"不是為了快樂——前行修持指引　宗薩蔣揚欽哲仁波切著http://www.book853.com/show.aspx?id=2495&cid=41「与时间赛跑」这种态度非常重要，特别是在修持上。我亲身的经验告诉我，当我答应自己：「下周我即将开始修持」，多少就确定了我永远不会去做，而我猜很多人都跟我一样。所以，当你理解佛法修持不只是正式的静坐禅修，而是不停地与自己的憍慢与我执对抗，以及学习如何接受各种改变，你就会即刻开始修行。举例而言， 想像你坐在海滩上欣赏落日，没有什么不如意的事发生，你感到很满足，甚至很快乐。但突然间，那个小摇铃在脑袋中开始响起来，提醒你这可能是你看到的最后一次落日。你理解到，如果自己死了，来生很可能完全不具足欣赏落日的能力，更不用说有能力理解何谓「落日」。光是这种思惟，就会帮助你的心专注于修行。"
